,price
10091,219000
5410,180000
10998,199900
13080,275000
11076,375000
9227,329000
5079,275000
2427,779000
6070,489000
10223,485000
50,225000
8190,399000
5272,99000
4500,265000
1081,275000
7619,199000
1413,165000
10808,265000
6838,199500
11022,110000
3386,250000
11899,589500
11208,435000
926,275000
7026,130000
10912,225000
471,499000
10802,250000
7182,245000
11316,421940
13041,551474
12392,292000
2049,359000
7473,375000
9606,395000
1845,139000
5730,229000
8196,179000
994,369900
5945,175000
9746,299000
11104,490000
8671,315000
2586,255000
8941,307500
8161,473000
5239,420000
9611,119000
7248,382405
10553,140000
2620,170000
8520,284000
2334,330000
11789,249000
6646,197000
9644,299000
3937,200000
10941,389000
7270,428432
7505,230000
2897,249000
5391,165000
10783,350000
8224,170000
2548,150000
9726,449000
1412,85000
3307,205000
11516,455000
10385,249999
11136,95000
8573,225000
1741,320000
1423,419000
2867,439000
5259,560000
10651,209000
2338,298500
2238,495000
7463,425000
2791,230000
6575,399000
12439,482000
10077,420000
9509,299000
2514,585000
2353,456000
2872,499999
11611,750000
706,259000
740,270000
1164,375000
1333,549000
2750,285000
13155,273000
8170,535000
6199,325000
7801,125000
5399,449000
1263,299000
12571,453500
3100,325000
4948,365000
3188,269000
4516,290000
4522,210000
4565,155000
3888,429000
5946,279000
7757,139000
11445,195000
12517,449000
3680,445000
5200,115000
6859,220000
7586,299000
2055,359000
948,615000
10764,140000
6808,279576
6348,549000
9859,245000
7980,150000
7787,199000
5030,150000
4056,69999
1780,1595000
7311,275000
1802,274900
12402,265000
5660,219000
11399,319000
10278,320000
2066,298500
3903,495000
11059,310000
10399,389000
4909,308500
5790,605000
9852,470000
10717,361284
5542,214000
6521,219000
8233,319000
7573,300000
8974,270000
3602,339000
12892,475000
2287,445000
2913,450000
8556,125000
380,1960000
4022,277500
11230,267400
12598,365000
6988,83000
2143,89900
5226,255000
1103,285000
9878,478519
133,279500
3390,225000
9366,118000
5638,390000
10987,495000
2449,599000
4942,450000
3237,397000
8383,339672
2310,430000
3388,329000
1016,250000
10836,525000
278,230000
4508,319000
2358,449000
8250,156000
12111,349000
9526,429000
6305,380000
1332,80000
1755,386700
7922,230000
890,295000
11034,295000
45,289000
796,325000
8417,240000
6855,89000
2576,309500
7654,210000
12243,225950
371,449500
10135,424900
1047,425000
8649,440000
4931,450000
5887,675000
1794,220000
6754,269000
9254,195000
7236,301948
5144,257000
8663,130000
1949,200000
5341,675000
6215,725000
3791,475000
2201,219000
2235,389000
376,220000
3342,195000
12245,255000
13104,259000
995,340000
9998,198000
5141,299900
6260,240000
4719,275500
1901,639000
11198,359000
7828,649000
3797,269000
1726,195000
5474,349000
4158,285000
4723,335000
1157,499000
1045,250000
9016,275000
6313,119000
6499,295000
7354,295000
871,399000
12293,249000
5940,319000
3173,359000
6078,180000
7577,324000
12671,235000
11300,399000
1147,358667
1498,579000
2903,175000
10945,195000
477,275000
10723,285000
4676,335000
3212,337000
2233,250000
23,225000
9116,105000
12088,235000
7235,259000
2350,459000
3316,298556
5617,418000
10143,389000
10656,425000
6501,215000
6900,404000
4874,498000
6161,270000
4453,495000
11893,265000
2957,299000
1456,425000
8922,135000
11864,249900
2764,175000
1149,412000
9803,525000
6724,169000
11294,320000
10323,280000
8022,455000
2387,275000
1308,250000
5047,175000
10287,175000
3421,185000
2884,485000
3712,550000
6207,275000
10706,595000
5517,179000
12986,149000
6946,255000
231,272000
7247,275000
6429,399000
5746,289000
219,369000
6131,166000
1276,415000
5053,150000
6804,149999
6578,220000
9296,242000
11474,215000
7733,449000
9512,139000
8969,290000
4280,265000
8263,379000
8615,370000
5370,329000
8339,549000
10679,375000
12196,395500
7960,344000
2248,175000
12153,535000
4034,450000
10490,195000
242,317000
1141,230000
9586,375179
8731,314000
7760,399000
13025,405000
8478,105000
4940,215000
7924,399000
9525,475000
964,349000
8809,450000
2379,199000
2169,554860
1207,205000
574,262000
8220,245900
11002,98000
2810,320000
6259,279000
1661,249000
7684,499000
9320,420000
1023,320000
6554,214000
6748,449000
6333,475000
1365,334000
228,409000
225,210000
1192,350000
12394,269000
2701,249000
3196,595000
9180,135000
3806,205000
8879,349000
5377,325000
5716,769000
13052,519350
11225,198000
11415,485000
10519,450000
10016,249000
12795,190000
8059,465000
6075,346939
6099,340000
5774,439000
3768,426209
6924,110000
1656,225000
631,230000
7478,170000
4458,295000
11943,220000
476,280000
4129,499000
5326,115000
806,459000
5168,280000
2039,174000
10901,345000
4265,382180
3927,675000
5615,209000
7792,195000
769,175000
8137,179000
5316,660000
934,349000
4984,249000
7745,355000
8534,152500
9170,415000
1113,315120
9825,289000
207,348000
1959,235000
7307,170000
5453,320000
11664,595000
4036,175000
7159,474638
8836,488311
9392,189000
10689,299000
6507,230000
873,318500
3200,284000
1855,312000
8980,350000
3675,259000
1711,325000
1545,235900
3652,144000
9728,349000
927,545000
11965,260000
8039,339000
7461,359000
9830,379000
8868,398000
7747,355915
17,325000
8238,365000
2754,389000
3995,190000
1563,304000
8418,370000
2890,359061
2865,469000
874,400000
6908,560000
12159,349500
9418,304000
5736,485000
7216,248500
3366,229000
2875,195000
9408,365000
1843,412560
9811,189000
12069,308000
6980,325000
10942,299096
6961,225000
8249,354837
11774,449000
2683,155000
2090,205000
4237,289000
10079,99000
11459,219000
10362,150000
4090,279433
9574,219000
3209,295000
11334,206234
7390,300000
1904,264000
10933,429000
1896,459000
4933,299000
6359,375000
8411,671800
1554,215000
6532,298000
11781,650000
2371,698000
5051,327000
1266,320000
2905,259000
7380,155000
9880,150000
10719,340891
11266,95000
224,495000
8286,269000
8841,328500
2994,245000
7215,249000
802,412000
5844,405000
5048,220000
7217,465027
4594,595000
10498,300000
12520,125000
8013,458000
1011,120000
4314,449000
4329,213500
10755,220000
10011,429000
8065,369000
560,325000
8457,349000
5863,159000
3438,185000
11974,475000
10322,280000
3855,485000
838,315000
9814,430000
4689,595500
8142,160000
8943,289000
367,220000
5709,250000
1055,389900
8888,199000
6544,115000
11344,395054
5508,279000
4233,275000
2998,125000
659,595000
4210,235000
2486,590000
352,344000
4412,449000
1966,170000
894,230000
6690,379000
5357,229000
1649,359000
7651,329000
1620,189000
1114,139000
6150,239500
9497,219000
6737,390000
9289,399000
7972,495000
6043,486000
11500,249000
9579,325000
711,155000
4012,379000
5648,665000
8370,395000
6258,675000
12588,417500
4894,349000
9006,75000
7212,350000
2729,695000
5892,495000
12615,285000
11649,165000
3537,232000
3169,409000
10257,169000
10236,309000
5898,295000
11108,249000
11607,145000
4305,210000
2991,225000
144,250000
5265,235000
9333,224467
6227,275000
1677,319000
10890,299000
1913,149000
1746,280000
1509,345000
12164,249000
10369,295000
249,525000
9133,549000
9038,308910
645,260000
127,299000
3464,180000
8195,325000
8154,550000
8287,160000
12484,650000
8583,85000
5486,350000
9197,145000
8715,310000
9336,160000
2549,135000
12870,215000
10773,351914
11982,530000
6987,240000
9062,399000
2747,195000
11339,549000
71,195000
9290,293500
12677,543000
10892,199000
2864,309975
8091,189000
3568,582500
1421,330000
2697,200000
7413,545000
11979,356365
5222,169000
8672,179000
6856,200000
1195,645000
10538,399000
1587,199000
13156,369000
7468,439000
8541,469000
6869,270000
6669,449000
2602,299000
2577,130000
11106,465434
10054,549000
3640,649000
3929,165000
4859,230000
9796,249000
7488,399000
6047,295000
2384,195000
9932,299000
9383,349000
13132,373000
5413,279000
11177,125000
4645,350000
9369,377400
10293,170000
121,420000
3701,350000
3456,179000
5264,180000
7110,399000
8223,225000
7676,455000
3918,199000
4295,425000
12321,386000
4449,275000
12872,129999
12750,260000
6257,390000
2147,135000
5985,165000
4327,319000
2124,119000
10818,657500
3682,329000
1640,430079
7697,240000
6256,720000
583,230000
5800,480000
3561,419000
6713,399000
5022,215000
79,199000
2949,320000
5142,269000
109,379000
4618,585000
4417,565000
6752,469000
5213,176000
2134,311411
4098,229000
9147,179900
2267,210000
13107,100000
4533,465000
8247,407784
9108,475000
1159,199000
7084,210000
10427,275000
9276,279000
13137,220000
8313,430000
12662,270000
6783,229000
1880,70000
2836,399000
9208,537000
2606,130000
6268,445000
4981,249000
3145,265000
4941,395000
2663,80000
5266,229000
6692,448000
11904,545000
8116,209000
923,275000
8666,175000
6750,280000
4771,359000
10466,284000
5438,395000
4799,129000
4172,179000
10467,259000
1793,230000
7284,150000
4593,239000
4704,90000
480,245000
10603,275000
1187,299000
3625,245000
5666,710000
7730,135000
12227,338000
10231,285000
12009,320000
3190,199000
325,385000
7180,184900
7147,275000
2007,360000
1479,549000
1499,175000
13151,359000
1036,239000
8854,270000
1586,140000
6400,299000
4635,449000
8673,340000
4646,425000
1985,395000
3606,280000
9554,359000
10254,179000
10136,375000
7810,50000
506,325000
8670,50000
2766,450000
5125,200000
9581,299000
10936,199000
6243,399000
4908,375000
4855,220000
11309,499000
13008,259000
12869,115000
8886,335000
7017,429000
7912,229000
8407,625000
5477,370000
12047,449000
10105,289000
5705,525000
12295,229000
4145,199000
7844,324000
11013,329000
7742,410309
10032,248000
5708,366000
11178,189000
5543,128000
11301,99900
884,179000
7508,429000
5172,369000
3357,391500
547,595000
8180,330000
8237,129000
11900,379000
8751,249000
2211,295000
7899,299000
271,258000
10806,220000
9074,220000
11730,365000
11917,159500
7451,325000
3071,165000
8957,345000
8901,290000
11719,346305
4256,380000
6647,592500
7535,598000
1191,435000
7449,170000
9168,270700
6699,169000
11370,339000
1274,360000
11457,535000
7568,201000
10903,312000
9193,285000
3377,219000
4938,279000
12058,189000
1619,298500
8354,289000
2852,260000
4993,200000
10631,189000
10994,265000
1596,345000
414,465000
11255,429000
8277,535470
1905,272000
3809,359000
4277,354000
5870,135000
576,466000
11330,130000
4351,355000
9655,239000
7016,229000
3289,219000
1172,549000
9503,165000
137,499000
1077,129000
6959,165000
4710,349000
12999,358000
649,295000
11686,260000
8991,395000
9117,315500
3720,439000
4911,320000
2612,385000
2060,469000
3928,190000
5692,539000
1819,249000
10573,259000
5530,285000
12844,335000
11171,178000
818,279000
12017,195000
3470,220000
5740,170000
6182,279000
10530,399000
11097,318919
3429,395000
2564,285000
4585,358000
4700,345000
1305,239000
1074,215000
3512,229000
1043,209000
5934,745000
5219,187000
8539,312000
2945,221754
11119,235000
2524,316650
1635,219000
8079,249900
5218,219000
6636,175000
9935,516000
10033,499000
10649,216750
7565,425000
6691,470000
6406,224750
439,269000
8662,159000
4436,275000
13149,271000
8657,450000
3847,290000
2409,168000
7728,315000
11274,259000
9757,229000
3380,520000
3483,350000
6114,285000
1694,309934
8216,305000
11810,495000
3306,285000
12885,65500
145,140000
1885,385000
4674,335000
11391,468500
9415,285000
1838,480000
8432,399000
1474,220000
210,245000
7001,195000
3199,295000
5657,219000
7706,389905
2942,479000
10078,327500
6617,283300
9401,164000
1248,269000
944,119000
13007,295000
9456,260000
6252,187000
1427,75000
13128,390000
3268,495000
8071,119000
6055,389000
7940,169000
5294,410000
5080,425000
3649,195000
5688,359000
3229,309000
4841,125000
5534,120000
11702,430000
2489,359000
33,299000
7966,270000
3930,467000
13013,289000
4728,169000
5108,785000
1440,309000
5229,645000
9102,189000
10852,319000
7066,369000
12622,190000
6336,425000
11020,225000
3035,309000
7078,269000
5649,289000
2324,379500
9080,500000
10521,520000
152,399000
581,440000
7278,275000
8902,525000
4557,425000
3532,475000
10123,425000
12357,215000
1540,439000
6415,298000
2563,129000
936,369000
903,359000
8524,279000
7494,215000
7324,355000
4345,625000
2117,159000
6187,639000
2562,400000
10465,490000
5448,225000
6273,65400
4637,335000
9447,769000
11960,125000
5379,199000
3663,369000
5489,415000
11941,250390
11173,260000
5962,189500
10921,449000
4117,333000
10751,220000
12034,349000
4952,300000
2953,179000
4183,225000
1223,571264
4879,377800
10720,304000
5202,499500
10003,239000
8842,402021
2743,185000
12179,320000
1194,369000
3245,365000
3471,399000
12253,499000
11235,259000
9900,373000
7738,360000
1085,350000
2166,599000
10250,285000
1743,150000
3075,385500
569,285000
10977,449000
539,197000
3570,310000
5659,245000
1737,449000
1929,40000
953,224000
8201,199000
2633,335000
9701,390000
10162,525000
8410,285000
4965,449000
774,289000
1258,349000
5553,299000
8242,219000
10524,245000
6892,499000
6608,175000
10172,276000
4785,383905
9060,200000
4913,349000
9323,289000
4103,715000
12995,305000
6280,119000
8356,735000
8916,75000
5060,262500
3896,159000
8033,310000
3334,89000
11256,543000
1931,349000
3749,159000
12158,374000
9013,625000
1236,449000
2742,229000
11129,408363
12282,313000
6767,320000
11562,388000
11273,229000
4956,169000
4137,274000
7816,185000
5984,679000
9058,290717
10833,359999
7721,368430
4160,550000
12148,525000
2588,320000
9371,399000
4397,315000
5789,429000
1930,330000
6316,344000
6609,249999
10372,159000
5899,475000
12424,479000
12741,315032
10729,239000
8966,159000
10910,650000
11523,383011
10247,650000
2668,579000
2587,479000
7614,554704
8810,275500
2732,150000
140,350000
10191,285000
5070,585000
636,295000
12269,369000
7948,405000
8624,635000
8424,249000
2820,139000
11739,550000
3872,395000
3000,207000
8829,344784
7722,100000
11388,316500
2020,299000
6926,330000
3664,225000
7581,295000
12849,540000
3243,285000
12110,415000
10893,495000
11635,525000
5081,230000
7519,699000
11837,750000
1555,495000
4811,120000
5116,35000
1091,175000
2190,337000
11151,395000
322,260000
10753,345000
1425,290000
8487,159000
7331,110000
6601,749990
7682,335000
3025,199500
5507,210000
419,425000
9309,780000
10853,430000
10480,369000
2746,387000
3629,370000
4373,389000
3225,245000
580,255000
1483,159000
5472,284000
11461,125000
11407,175000
755,275000
3514,209900
8471,139000
3258,485000
9663,469000
3941,156500
4057,115000
8227,275000
9536,286000
188,375000
7563,291375
6304,249000
9628,375000
10984,365000
9680,249000
306,268000
661,105000
307,125000
12102,215000
5614,159000
3078,245000
3424,319000
11063,545000
6288,199000
5435,415000
6498,264000
8863,399918
6302,93000
7291,265000
6968,319226
10736,295000
8634,290000
2964,375000
3762,365000
4212,269000
8452,139000
10741,70000
10958,145000
10415,140000
11557,225000
10614,265000
11390,200000
5792,459000
12538,159000
1518,65000
3526,275000
6635,219000
4475,249000
12529,195000
6306,595000
1993,395000
9068,414000
3555,450000
12653,55000
3834,425000
4628,285000
8531,219000
12425,280000
11392,159000
4470,249000
11805,120000
1772,459000
1489,275000
3790,130000
10514,97000
10107,210000
9458,295000
6738,539000
2933,399000
8535,150000
12687,729000
528,285000
2653,399000
8866,129000
3008,159000
4304,249900
12435,425000
1644,575000
8456,235000
7126,549000
2574,223000
9549,386550
5779,225950
922,120000
12298,320000
2396,198000
5651,469000
1825,550000
2699,355000
8640,235000
10668,249000
13024,230000
2858,275000
3552,595000
2262,525000
4418,450000
6666,405000
5966,295000
2613,183000
2283,299000
12532,180000
9286,240000
10339,140000
10749,372500
11214,114000
1590,250000
3265,449000
5647,399000
1217,178000
6822,179999
5155,285000
2972,290000
11918,259000
12344,275000
8365,495000
1883,85000
10964,285000
2361,295000
7998,565000
8761,340000
8139,365000
7072,330000
7958,295000
1053,335915
1940,380000
7398,649900
7101,289000
12393,435000
8714,795000
1415,335000
3063,289900
8661,550000
2309,450000
10562,400000
11396,595000
4066,275000
11182,325000
5769,79000
3993,338000
4021,379000
8376,320000
609,389000
13043,315360
12206,224900
4951,320000
7286,340000
4706,340686
8748,349300
13018,374000
1639,347500
9736,346179
4547,560000
8014,130000
11425,574000
3373,180000
4040,199000
10386,207000
13090,150000
5340,575000
1166,399500
7558,556761
7349,595000
3174,295000
9585,239000
12303,329000
9124,275000
6495,275000
1283,375000
5194,695000
3934,290000
13101,338793
7096,385000
11883,589500
6645,587500
5641,590000
6339,464500
4881,495000
11285,265000
11560,175000
11537,255000
4251,165000
8413,349000
9399,295000
2354,450000
12180,595000
9365,259000
10018,310000
8669,575000
5361,150000
11736,225000
2091,265000
10889,569000
130,299000
9206,269000
1136,398500
12792,249000
2418,790000
8029,260000
629,325000
8777,545000
2432,285000
12347,170000
5921,360000
10822,265000
73,445000
10332,435000
3259,525000
7372,115000
5065,390000
5419,179000
6824,219000
11787,155000
5006,435000
7051,540000
9225,635000
6740,109900
5547,120000
13048,220000
3362,169000
1335,222000
2629,695000
827,377000
7362,430000
9689,449000
1977,329000
1025,650000
5044,478000
10099,300000
7252,650000
10118,595000
11187,250000
5996,699000
2691,465000
10208,499000
1125,180000
12199,560000
6995,195000
7254,280000
7589,325000
5149,785000
12726,249000
3737,155000
2360,262166
8267,398681
3585,549000
4740,169900
11183,470492
1606,481000
863,265000
12727,230000
2757,395000
5529,145000
3488,460000
2785,295000
10154,318000
6722,655719
11623,498000
9426,589000
1660,576109
5591,380000
8316,449000
2600,315000
5943,99000
5415,385000
4399,389000
9950,495000
12707,295000
6242,270000
1641,439500
10782,449000
10453,415000
8140,495000
11061,239000
10357,139000
11048,299000
3074,230000
4427,419500
5094,182000
9126,260000
13059,465000
3447,118000
8972,476636
3244,249900
7347,279000
162,439000
12121,499000
5319,89000
5343,478711
3835,549000
3982,399500
12418,465000
1720,190000
10798,285000
5043,301753
11653,158000
12430,410000
10264,275000
3285,385000
6098,360309
7411,260000
12365,209000
4958,349500
5932,339000
11860,245000
10898,349000
375,485000
2589,303384
685,179000
11074,260000
5314,249000
11090,290000
653,134000
7945,110000
6973,355905
11095,450000
6841,325000
12201,210000
3138,525000
5052,484397
473,60000
12652,365000
12241,475000
7990,90000
9641,205000
6133,335000
3056,30000
11933,135000
4211,309000
1981,229000
3646,200000
12441,250000
9482,225000
3355,285000
1614,349000
8828,295000
7775,375000
5268,180000
8870,374500
12866,299000
12354,210000
13091,325000
4486,295000
4107,389000
299,715000
2137,579000
11145,350000
4567,325323
1414,40000
11468,475000
7938,245000
2212,219000
11263,450000
10330,170000
10398,479000
6111,499000
8498,430000
2232,310000
623,250000
1724,495000
904,165000
11464,200000
4752,265000
2824,331500
5255,695000
562,380000
8758,459000
4532,159500
2227,290816
11799,210000
5700,510600
12708,625000
3291,415000
274,299000
4912,315000
2670,199000
5693,285000
8643,99999
4810,89000
420,119000
1478,569000
9236,425000
4959,100000
7073,260000
5441,345000
753,219000
2783,595000
5686,245000
11931,355000
8144,495000
12449,625000
10007,436000
7905,249500
5719,260000
11127,397708
2465,289000
9698,199000
160,499000
1124,225000
4825,169000
2013,549000
3792,245000
1356,530000
1343,200000
1241,290000
1544,189000
11078,419000
8433,374000
6247,595000
9556,245000
1434,119000
9990,220000
5205,279000
3608,245000
4857,85000
2960,169999
3711,415000
10747,639000
6107,498000
12256,349000
12485,265000
5933,189000
9602,795000
2812,105000
11877,309000
5766,229000
12557,245000
11137,255000
12770,184500
2272,395000
12567,263668
2419,545000
8591,391500
8192,265000
5866,195000
1433,25000
3214,469000
5408,250000
11859,235000
3481,215000
6663,439000
11166,249000
363,325000
12809,100000
8300,425000
2886,169000
8412,255000
4652,365000
11496,148000
9942,245000
5850,125000
1592,380000
1352,529000
7014,380000
12115,140000
8940,329000
7337,160000
2485,319000
2760,473706
4339,205000
7431,399000
5644,689000
3038,339000
11613,465000
7830,375000
12734,269000
12941,495000
13153,301900
12174,299000
1240,290000
1983,659000
5506,440000
2114,244000
8823,620000
9999,195000
10580,419000
10979,485000
5171,199000
1510,215000
721,330000
11242,299000
9603,255000
5118,110000
13103,199000
5278,99900
12104,275000
3317,95000
12762,239000
2674,89000
6916,425000
3354,135000
6677,439000
5536,249000
8547,399000
7518,349000
8228,185000
2684,399000
7579,315000
7058,129000
3697,420000
11329,515000
11866,250000
3444,353249
8351,310000
2695,375000
4123,390000
5581,72500
8825,335150
7444,249000
5810,459000
4359,333000
158,349000
5174,205000
12143,236960
11808,319900
813,199000
12679,369500
11807,200000
10440,350000
410,329000
2688,289000
8174,378000
11617,299000
8428,198000
6041,475000
3081,359000
8756,383000
12267,139000
9148,445000
7901,235000
8382,457000
10983,235000
2767,299000
11764,329000
4708,369000
3718,199000
11443,260000
11620,249000
3999,584000
7267,205000
9436,295000
345,165000
8325,255000
1691,279000
13014,247000
9221,345000
841,299000
2411,189000
8562,499000
8401,488000
3278,320000
9937,516095
7222,220000
4067,99000
3089,288500
2534,259000
4290,120000
10028,338000
5504,495000
10888,289000
11210,225000
2461,349000
1318,334950
6596,249000
8016,339000
9251,449000
6583,289900
478,159000
12930,350000
12559,255000
6241,255000
9929,286000
2268,279000
4524,219000
2619,315727
10738,185000
12491,495000
7296,50000
11044,350000
5191,160000
5104,160000
4186,595000
12257,325000
8831,199000
10570,490000
2694,219000
2,325000
1392,295000
3313,359000
1882,499000
9564,525000
5990,295000
3804,299000
10786,639000
4672,459500
10680,249000
9637,435000
3710,479000
4876,298000
3146,239000
9191,180000
5896,545000
2467,278000
9684,649000
6639,220000
8794,359000
1628,389000
12771,379000
11732,375000
9693,459000
8996,449000
2938,269000
9082,395000
11852,245000
52,379000
11402,675000
1604,496000
8887,495000
2553,140000
7963,195000
4281,169000
326,180000
4590,549000
2660,185000
11480,295000
6574,195000
4332,299900
6948,138000
10190,319000
4179,99000
122,324000
12691,352500
4666,445000
7288,399000
12549,195000
8699,145000
5473,425000
7785,295000
763,549000
5770,199000
2809,350000
4159,349000
6548,450000
9188,217000
12408,210000
9008,420000
6360,375000
8645,180000
7192,99000
7620,185000
2930,450000
9269,430699
1102,300500
13130,320000
3904,315000
12884,279000
8481,275000
377,80000
7799,350000
2721,200000
1342,365000
26,372000
12,375000
253,409000
10634,330000
10291,420000
3048,170000
6489,249000
12970,395000
11575,245000
3690,418000
2907,295000
11314,369000
5743,292000
12512,565000
6244,360000
8655,167000
2355,365000
1435,460000
3721,625000
897,525000
8803,185000
8191,220000
10063,295000
4473,239000
7011,260000
1303,204000
6620,310000
697,344000
12187,315000
4466,195000
4726,169000
10937,379000
3681,275000
3685,375000
2073,189000
6221,499000
7242,689000
7725,350000
12882,69000
10871,309000
12665,394000
8047,349995
3889,348000
865,460000
7977,195000
4188,169000
4609,470000
5958,184000
3984,185000
7256,457147
3266,290000
875,220000
4442,299999
8605,445000
4191,115000
9095,669000
4888,625000
12605,429544
8872,135500
496,320000
6781,379000
12802,289000
10051,319000
8483,321789
6651,578000
10308,251000
10525,340000
9029,349000
12942,159000
8787,289000
9047,303565
9778,227000
8781,550050
10704,445000
2779,292500
7623,499850
4030,499000
3183,349900
9754,155000
7510,125000
7681,109000
7330,479500
1984,249000
909,160000
10468,395000
11077,365000
6317,199000
8330,189000
2915,168000
10536,495000
6366,349000
3742,295000
8976,189000
12829,449000
10470,399000
2206,255000
5500,490000
4230,250000
8276,310000
5106,165000
500,695000
5332,199000
12606,285000
4234,699000
10647,425000
3741,165000
8364,440000
9702,359000
1367,423650
428,568500
8778,482193
74,470000
4362,279500
6731,234000
3604,295000
1917,395000
1520,120000
10043,219000
2680,175000
11833,459000
12544,229000
8676,329000
5176,395000
5610,249000
5751,275000
10767,180000
248,305000
3743,180000
10409,387000
3311,170000
7930,345000
7806,168651
2186,99000
695,520000
4150,403650
5939,215000
9895,290000
3254,295000
6951,345000
6938,449000
2180,290000
2325,579500
11858,515000
2246,398000
0,545372
8725,235000
737,365000
2814,269000
2463,195000
12703,205000
921,275000
6464,307000
12097,198500
6536,245000
2971,226500
9810,410000
8006,140000
13125,195000
7628,374000
10401,85000
8760,695000
7342,199000
10267,299000
12444,295000
3868,368617
4257,180000
10058,135000
8508,300000
5809,110000
12247,269900
6164,307000
4601,759000
3952,89000
1247,349000
1307,175000
10266,235000
9268,209000
3055,60000
3087,185000
12852,439000
11379,695000
12230,389000
12112,179000
9036,369000
10405,330000
8816,199000
10101,395000
5675,779000
6373,375000
809,470000
2855,215000
12833,275000
51,365814
10476,550000
3201,224000
5799,175500
13087,179000
8073,599000
11019,495000
9128,249999
4483,265000
12980,175000
6530,235000
5673,209000
6420,239000
9390,319000
4124,250000
7894,269000
5366,375000
1407,259000
5045,185000
6172,290000
715,280000
3531,399000
8962,339000
3331,59000
5280,239000
9834,390000
716,275000
1532,199000
12029,349000
1612,378800
13027,425000
8115,179000
13051,685000
9306,300000
7584,199000
8939,275000
11060,475000
3026,249000
4897,375000
12056,69500
10787,669000
12154,280000
4437,349000
11184,260000
10343,309000
490,225000
1007,298000
395,215000
5481,375000
4872,160000
9346,278106
684,149000
4221,95000
8473,430000
11268,548888
5442,199000
1088,79000
5526,160000
3540,239000
9620,225000
2343,311000
517,279000
6825,100000
12412,329000
3446,379900
9822,310000
2078,159500
3998,449000
9927,249000
9130,160000
9768,475000
8387,249000
7466,435000
2400,178000
1920,110000
13030,249000
443,475000
7237,415000
8049,215000
267,110000
4426,645000
5158,224900
9575,149000
5493,345000
3747,369500
1987,590000
3824,160000
1496,175000
9353,580000
12932,99000
10009,210000
3370,296000
1233,235000
1912,70000
13001,397000
992,189000
7536,98000
8792,284675
10829,350000
10035,320000
8552,395000
6175,319000
7997,485000
9302,393000
8302,269000
12638,463258
4765,259000
142,215000
4321,249000
12675,295000
8742,275000
8086,299000
9022,220000
4168,499000
12062,220000
9642,505000
2845,355000
8686,400000
284,199500
5271,195000
5337,320000
3052,175000
9262,392000
1360,249000
1275,260000
11648,319000
4348,289000
4229,464663
4690,329000
9028,470000
7176,299000
5550,469000
4831,275000
10402,295000
1625,198880
3961,135000
3426,218000
9064,455000
8309,449000
70,245000
11190,249000
4215,130000
1092,269000
13034,199000
2217,269000
4756,290000
12896,379000
11684,390000
2167,109000
3706,320000
968,69000
7811,299000
10410,279000
9092,465000
2881,249000
4714,439000
2024,695000
8745,695000
9020,199000
6019,575000
10775,699000
2425,380000
7704,219999
11258,399000
8361,349000
403,295000
6695,465000
9770,250000
8509,314900
9665,465000
11406,365000
235,290000
2817,200000
5180,395000
3296,445000
3939,280000
6711,399000
2252,275000
1178,349000
12832,490000
8612,125000
2230,399000
1180,435000
8041,529000
8736,549000
6861,297000
7262,350000
7276,420000
3220,235000
6764,150000
1212,395000
5306,225000
266,395318
10599,510000
5853,328000
8506,296000
8021,99000
2326,175000
1398,520000
8337,269000
6361,325000
437,389000
10847,310000
10510,254375
853,179000
6759,295000
7808,199000
11709,740000
9427,499000
12723,199000
4539,149900
37,285000
6757,220000
8695,299100
5938,515000
8820,150000
3219,345000
848,459000
4494,45000
4910,535000
12270,385000
9520,287900
9471,389000
3148,239000
5655,309000
11160,400000
11955,565000
12918,219000
13077,199000
12375,125000
7946,560000
8162,340000
2035,459000
6094,100000
7255,289000
3783,240000
5607,375000
11878,235000
10887,325000
4839,325000
6905,289000
9813,375000
7424,376000
5755,330000
221,245000
2507,279000
2408,585000
1945,149000
8608,325000
5267,225000
6003,275000
10407,239000
12195,390000
1964,248500
10555,310000
8464,310000
2828,227525
4608,259000
4068,230000
10662,547500
781,399395
9297,295000
2659,89000
10863,285000
3106,349000
8226,160000
3883,269000
3944,285000
2333,399000
7551,225000
3948,355000
8027,464000
7074,224000
7206,339000
9377,375000
2756,275000
9040,375000
5523,270000
4668,539995
314,199000
4081,229500
7351,319000
6985,130000
3233,455000
10581,330000
5691,440000
5900,135000
10531,130000
4775,139000
6581,366709
1298,350000
4899,292000
688,235000
6760,150000
1185,429000
169,84000
7003,450607
5404,165000
13063,512350
8774,595000
10692,149000
5819,169000
572,230000
459,395000
10681,279999
10607,387000
10586,310000
12054,394657
2523,375000
7067,650000
12922,450000
8718,429000
9539,195000
5010,362000
12127,280000
4077,119000
4260,195000
5246,130000
757,595000
4527,795000
4643,275000
2580,299950
8659,95000
4664,285000
11245,331000
3323,372970
3480,229000
2645,240000
7779,360000
3441,314420
11053,399000
2070,345000
8606,220000
11455,369000
6579,280000
123,219000
4764,325000
7657,347551
10711,250000
7323,229000
8593,285000
5492,159000
7609,585000
9384,299900
6009,295000
6126,376200
8148,285000
2978,215000
3772,417000
10684,110000
5569,225000
6742,235000
1927,240000
3674,295000
6992,230000
8733,770000
4163,699500
11700,325000
551,379000
11025,180000
4796,299000
7932,239000
1902,295000
4536,298000
7220,99000
