link,property_id,locality_name,postal_code,price,type_of_property,subtype_of_property,number_of_rooms,living_area,furnished,open_fire,terrace_surface,garden,facades,swimming_pool,land_area,equipped_kitchen,state_of_building,type_of_sale
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20397404,20397404,Wetteren,9230,457000,HOUSE,HOUSE,4,158,0,0,12,51,3,1,221,HYPER_EQUIPPED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/villa/for-sale/aalter/9880/20364941,20364941,Aalter,9880,849000,HOUSE,VILLA,6,453,,0,null,null,4,0,1490,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20391749,20391749,WETTEREN,9230,442000,HOUSE,HOUSE,4,158,,0,12,143,3,0,222,INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/villa/for-sale/aalter/9880/20364940,20364940,Aalter,9880,849000,HOUSE,VILLA,6,453,,0,null,null,4,0,1490,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20386743,20386743,Wetteren,9230,219000,HOUSE,HOUSE,3,220,,0,,null,2,1,399,INSTALLED,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/aalter/9880/20358510,20358510,Aalter,9880,398000,HOUSE,HOUSE,4,151,,0,null,null,0,0,378,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20397410,20397410,Wetteren,9230,404500,HOUSE,HOUSE,3,126,0,0,12,10,2,1,148,HYPER_EQUIPPED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/melle/9090/20043865,20043865,Melle,9090,324000,HOUSE,HOUSE,4,167,0,0,10,206,0,0,206,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/aalter/9880/20364476,20364476,Aalter,9880,449000,HOUSE,HOUSE,4,281,,0,null,null,4,0,540,,TO_BE_DONE_UP,FOR_SALE
https://www.immoweb.be/en/classified/ground-floor/for-sale/aalter/9880/20293988,20293988,Aalter,9880,339000,APARTMENT,GROUND_FLOOR,2,95,,0,5,100,2,1,,INSTALLED,JUST_RENOVATED,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/aalter/9880/20320259,20320259,Aalter,9880,319200,APARTMENT,APARTMENT,1,99,0,0,27,null,0,0,,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/melle/9090/20328537,20328537,Melle,9090,369000,HOUSE,HOUSE,3,151,0,0,18,142,0,0,142,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20397076,20397076,Wetteren,9230,195000,HOUSE,HOUSE,3,128,0,0,null,null,2,1,80,INSTALLED,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/melle/9090/20362391,20362391,Melle,9090,675000,HOUSE,HOUSE,4,290,0,0,50,1278,2,1,1446,INSTALLED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20397408,20397408,Wetteren,9230,450000,HOUSE,HOUSE,4,158,0,0,12,55,3,1,225,HYPER_EQUIPPED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/aalter/9880/20200040,20200040,Aalter,9880,217500,APARTMENT,APARTMENT,2,76,,0,null,null,0,0,,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/exceptional-property/for-sale/overijse/3090/20389347,20389347,Overijse,3090,1380000,HOUSE,EXCEPTIONAL_PROPERTY,5,401,0,0,,null,3,1,4284,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/overijse/3090/20368503,20368503,Overijse,3090,420000,HOUSE,HOUSE,3,140,0,0,null,null,3,1,303,,,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/hannut/4280/11446507,11446507,Hannut,4280,265000,APARTMENT,APARTMENT,2,97,0,0,16,null,2,1,,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/waregem/8790/20369258,20369258,WAREGEM,8790,285000,HOUSE,HOUSE,2,130,,0,53,null,3,0,225,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/aalst-erembodegem/9320/20353684,20353684,Aalst Erembodegem,9320,309000,HOUSE,HOUSE,3,215,,0,40,100,2,0,231,INSTALLED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/aalst-erembodegem/9320/20316447,20316447,Aalst Erembodegem,9320,320000,HOUSE,HOUSE,4,215,,0,50,null,2,0,192,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/triplex/for-sale/erembodegem/9320/20236416,20236416,EREMBODEGEM,9320,299850,APARTMENT,TRIPLEX,3,123,,0,7,null,3,0,,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20320758,20320758,Seraing,4100,129000,HOUSE,HOUSE,2,91,0,0,10,40,2,1,82,SEMI_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/erembodegem/9320/20386750,20386750,Erembodegem,9320,299000,APARTMENT,APARTMENT,2,190,,0,10,null,0,0,,,JUST_RENOVATED,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/braine-le-comte/7090/20192129,20192129,Braine-le-comte,7090,295000,HOUSE,HOUSE,3,177,0,0,27,1250,4,1,1400,SEMI_EQUIPPED,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/erembodegem/9320/20278609,20278609,Erembodegem,9320,449000,HOUSE,HOUSE,3,179,0,0,,null,0,0,420,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/erpe-mere/9420/20336341,20336341,Erpe-Mere,9420,140000,HOUSE,HOUSE,2,152,,0,null,null,2,0,140,,TO_RESTORE,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/erpe-mere-burst/9420/20345936,20345936,Erpe-Mere Burst,9420,544000,HOUSE,HOUSE,3,188,,0,22,400,3,1,500,HYPER_EQUIPPED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/erpe-mere/9420/11464522,11464522,Erpe-Mere,9420,374900,HOUSE,HOUSE,3,193,,0,,null,3,1,525,SEMI_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/erpe-mere/9420/20378851,20378851,Erpe-Mere,9420,265000,HOUSE,HOUSE,3,195,0,0,30,null,2,1,144,,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/erpe-mere/9420/20324896,20324896,Erpe-Mere,9420,459000,HOUSE,HOUSE,3,249,0,0,25,261,3,1,634,HYPER_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/braine-le-comte/7090/11472231,11472231,Braine-le-Comte,7090,334500,APARTMENT,APARTMENT,3,141,,0,20,null,0,1,,HYPER_EQUIPPED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20335962,20335962,Seraing,4100,195000,HOUSE,HOUSE,4,200,0,0,30,420,2,1,520,,JUST_RENOVATED,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/erembodegem/9320/20157206,20157206,Erembodegem,9320,289000,HOUSE,HOUSE,3,180,,0,null,null,0,0,735,INSTALLED,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/bambrugge/9420/20306550,20306550,Bambrugge,9420,339000,HOUSE,HOUSE,2,140,,0,20,null,4,1,1373,INSTALLED,TO_BE_DONE_UP,FOR_SALE
https://www.immoweb.be/en/classified/villa/for-sale/hennuyeres/7090/11452185,11452185,Hennuyères,7090,550000,HOUSE,VILLA,4,278,,0,40,3483,4,1,3730,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/erpe-mere/9420/20296351,20296351,Erpe-Mere,9420,145000,HOUSE,HOUSE,2,97,0,0,null,189,3,1,309,NOT_INSTALLED,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/boncelles/4100/20243296,20243296,Boncelles,4100,160000,APARTMENT,APARTMENT,1,42,,0,5,null,2,1,,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/seraing/4100/20365500,20365500,Seraing,4100,199900,HOUSE,MIXED_USE_BUILDING,2,120,0,0,null,135,2,1,250,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/erpe-mere/9420/20301612,20301612,Erpe-Mere,9420,289000,HOUSE,HOUSE,3,137,0,0,,null,2,1,259,HYPER_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/penthouse/for-sale/braine-le-comte/7090/20311682,20311682,Braine-le-Comte,7090,340000,APARTMENT,PENTHOUSE,2,,,0,50,null,0,1,,USA_HYPER_EQUIPPED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/mansion/for-sale/braine-le-comte/7090/11322101,11322101,BRAINE-LE-COMTE,7090,350000,HOUSE,MANSION,4,233,,0,50,null,3,0,1028,,TO_BE_DONE_UP,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20384477,20384477,Seraing,4100,209000,HOUSE,HOUSE,3,118,0,0,15,35,2,1,140,SEMI_EQUIPPED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/braine-le-comte/7090/11297341,11297341,BRAINE-LE-COMTE,7090,325000,HOUSE,MIXED_USE_BUILDING,4,325,,0,null,null,0,0,169,SEMI_EQUIPPED,,FOR_SALE
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/wichelen/9260/20096238,20096238,Wichelen,9260,420000,HOUSE,MIXED_USE_BUILDING,7,425,0,0,,null,3,0,565,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/erpe-mere/9420/20378920,20378920,Erpe-Mere,9420,365000,HOUSE,HOUSE,0,248,,0,null,null,3,1,317,,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/erembodegem/9320/20316710,20316710,Erembodegem,9320,349000,HOUSE,HOUSE,3,173,0,0,null,240,0,0,437,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/braine-le-comte/7090/20048741,20048741,Braine-le-Comte,7090,197500,HOUSE,HOUSE,4,172,0,0,,96,3,0,150,INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/wichelen/9260/20393466,20393466,Wichelen,9260,265000,HOUSE,HOUSE,5,220,,0,,null,2,0,614,,TO_BE_DONE_UP,FOR_SALE
https://www.immoweb.be/en/classified/ground-floor/for-sale/erembodegem/9320/20389314,20389314,Erembodegem,9320,295000,APARTMENT,GROUND_FLOOR,2,83,,0,40,null,0,1,,HYPER_EQUIPPED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/erpe-mere/9420/20339647,20339647,Erpe-Mere,9420,429000,HOUSE,HOUSE,3,192,,0,12,180,3,0,265,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20385342,20385342,SERAING,4100,329000,HOUSE,HOUSE,2,132,,1,null,200,3,0,539,INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/bungalow/for-sale/aalst-erembodegem/9320/20389391,20389391,Aalst Erembodegem,9320,349000,HOUSE,BUNGALOW,3,,,0,,610,4,0,1102,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/boncelles/4100/20328855,20328855,Boncelles,4100,360000,APARTMENT,APARTMENT,2,90,0,0,null,1500,4,1,,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/villa/for-sale/braine-le-comte/7090/20099376,20099376,Braine-le-Comte,7090,495000,HOUSE,VILLA,4,288,0,0,,900,4,1,1627,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/erembodegem/9320/20316951,20316951,EREMBODEGEM,9320,199000,APARTMENT,APARTMENT,2,91,,0,,null,2,0,,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/apartment-block/for-sale/seraing-seraing/4100/20392549,20392549,Seraing (Seraing),4100,329000,HOUSE,APARTMENT_BLOCK,2,202,0,0,null,null,3,1,200,,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/ronquieres/7090/11459589,11459589,Ronquières,7090,299000,HOUSE,HOUSE,4,227,,0,27,10,3,1,90,,TO_BE_DONE_UP,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20292095,20292095,Seraing,4100,120000,HOUSE,HOUSE,2,57,0,0,7,110,3,1,260,NOT_INSTALLED,JUST_RENOVATED,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/edegem/2650/20380303,20380303,EDEGEM,2650,289000,APARTMENT,APARTMENT,1,69,,0,5,null,4,0,,INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/town-house/for-sale/edegem/2650/20361891,20361891,EDEGEM,2650,399000,HOUSE,TOWN_HOUSE,3,182,,0,18,60,0,0,192,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/lille/2275/20377166,20377166,LILLE,2275,312000,APARTMENT,APARTMENT,2,90,,0,15,null,4,0,,USA_INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/edegem/2650/20374643,20374643,Edegem,2650,599000,HOUSE,HOUSE,3,147,,1,20,130,3,1,300,INSTALLED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/denderleeuw/9470/20321842,20321842,Denderleeuw,9470,495000,HOUSE,HOUSE,3,250,,0,,null,0,0,285,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/ath/7800/20328446,20328446,Ath,7800,350000,HOUSE,HOUSE,5,326,,1,null,null,0,0,206,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/aat/7800/10919515,10919515,AAT,7800,179500,APARTMENT,APARTMENT,1,76,,0,15,50,0,0,,NOT_INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/ath/7800/11202738,11202738,Ath,7800,265000,APARTMENT,APARTMENT,2,93,0,0,18,16,0,0,,,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/ath/7800/20397743,20397743,Ath,7800,333000,HOUSE,HOUSE,4,,,0,,null,4,0,0,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/villa/for-sale/kapellen/2950/20340802,20340802,Kapellen,2950,615000,HOUSE,VILLA,4,296,0,1,25,null,4,1,865,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/ath/7800/11388144,11388144,ATH,7800,300000,HOUSE,HOUSE,4,196,,0,,null,4,0,1080,,TO_BE_DONE_UP,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/ath/7800/20281313,20281313,Ath,7800,215000,APARTMENT,APARTMENT,2,83,,0,null,null,1,1,,INSTALLED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/duplex/for-sale/ath/7800/20274838,20274838,Ath,7800,175000,APARTMENT,DUPLEX,3,120,,0,null,null,0,1,,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/nivelles/1400/20395421,20395421,Nivelles,1400,495000,HOUSE,HOUSE,4,145,0,0,null,null,3,1,894,,,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/ath/7800/20382764,20382764,Ath,7800,110000,APARTMENT,APARTMENT,1,44,,0,null,null,2,1,,INSTALLED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/ath/7800/11290959,11290959,ATH,7800,251000,HOUSE,HOUSE,3,177,,0,null,null,2,0,197,,,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/ath/7800/20382767,20382767,Ath,7800,140000,APARTMENT,APARTMENT,1,53,,0,null,null,2,1,,SEMI_EQUIPPED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/exceptional-property/for-sale/nivelles-feluy/1400/20280818,20280818,Nivelles feluy,1400,648000,HOUSE,EXCEPTIONAL_PROPERTY,4,210,0,0,,null,4,1,6066,INSTALLED,TO_BE_DONE_UP,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/nivelles/1400/20397638,20397638,NIVELLES,1400,195000,HOUSE,HOUSE,3,193,,0,null,123,2,0,210,INSTALLED,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/nivelles/1400/20237578,20237578,Nivelles,1400,250000,APARTMENT,APARTMENT,2,98,0,0,10,null,2,1,,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/essen/2910/20390183,20390183,Essen,2910,595000,HOUSE,HOUSE,5,294,0,0,,null,4,0,3890,HYPER_EQUIPPED,,FOR_SALE
https://www.immoweb.be/en/classified/bungalow/for-sale/nivelles/1400/11439110,11439110,Nivelles,1400,250000,HOUSE,BUNGALOW,2,80,0,0,18,622,4,1,768,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/nivelles/1400/20285846,20285846,Nivelles,1400,180000,APARTMENT,APARTMENT,3,95,,0,13,null,4,0,,INSTALLED,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/essen/2910/20221661,20221661,Essen,2910,739000,HOUSE,HOUSE,5,440,0,1,,null,4,0,1270,HYPER_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/apartment-block/for-sale/berchem-sainte-agathe/1082/20375104,20375104,Berchem-Sainte-Agathe,1082,490000,HOUSE,APARTMENT_BLOCK,4,300,,0,12,25,2,0,355,INSTALLED,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/berchem-sainte-agathe/1082/20368431,20368431,Berchem-Sainte-Agathe,1082,310000,APARTMENT,APARTMENT,2,84,0,0,null,26,3,1,,HYPER_EQUIPPED,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/mechelen/2812/20251966,20251966,Mechelen,2812,575000,HOUSE,HOUSE,5,191,0,0,21,null,3,0,530,INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/muizen/2812/20211858,20211858,MUIZEN,2812,448000,HOUSE,HOUSE,3,252,,0,15,670,3,0,935,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/flat-studio/for-sale/berchem-sainte-agathe/1082/20341019,20341019,BERCHEM-SAINTE-AGATHE,1082,230000,APARTMENT,FLAT_STUDIO,0,40,,0,12,null,3,1,,HYPER_EQUIPPED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/essen/2910/20158238,20158238,Essen,2910,975000,HOUSE,HOUSE,5,440,0,1,,null,4,1,2809,HYPER_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/essen/2910/20343419,20343419,Essen,2910,939000,HOUSE,HOUSE,7,361,0,1,,null,4,0,2129,HYPER_EQUIPPED,,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/nivelles/1400/20002968,20002968,NIVELLES,1400,275000,APARTMENT,APARTMENT,2,110,0,0,7,null,4,1,,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/berchem-sainte-agathe/1082/20307836,20307836,Berchem-Sainte-Agathe,1082,180000,APARTMENT,APARTMENT,1,70,0,0,10,null,2,1,,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/nivelles/1400/20387231,20387231,Nivelles,1400,350000,HOUSE,HOUSE,4,143,0,0,,75,2,1,145,,,FOR_SALE
https://www.immoweb.be/en/classified/ground-floor/for-sale/berchem-sainte-agathe/1082/10368784,10368784,Berchem-Sainte-Agathe,1082,259000,APARTMENT,GROUND_FLOOR,2,88,0,0,40,190,2,1,,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/ground-floor/for-sale/berchem-sainte-agathe/1082/20373924,20373924,Berchem-Sainte-Agathe,1082,185000,APARTMENT,GROUND_FLOOR,1,58,0,0,16,52,2,1,,SEMI_EQUIPPED,TO_BE_DONE_UP,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/berchem-sainte-agathe/1082/20370787,20370787,Berchem-sainte-agathe,1082,385000,HOUSE,HOUSE,4,170,,0,14,36,3,1,93,HYPER_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/essen/2910/20387013,20387013,Essen,2910,245000,APARTMENT,APARTMENT,2,78,0,0,,null,0,1,,,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/nivelles/1400/20378979,20378979,Nivelles,1400,445000,HOUSE,HOUSE,3,142,0,0,null,null,4,1,378,,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/essen/2910/20361278,20361278,Essen,2910,1499000,HOUSE,HOUSE,7,509,0,0,,null,4,1,11010,HYPER_EQUIPPED,,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/berchem-sainte-agathe/1082/20341016,20341016,BERCHEM-SAINTE-AGATHE,1082,280000,APARTMENT,APARTMENT,1,71,,0,7,null,3,1,,HYPER_EQUIPPED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/berchem-sainte-agathe/1082/20341022,20341022,BERCHEM-SAINTE-AGATHE,1082,349000,APARTMENT,APARTMENT,2,88,,0,7,null,3,1,,HYPER_EQUIPPED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/sint-agatha-berchem/1082/20102002,20102002,Sint-Agatha-Berchem,1082,375000,HOUSE,HOUSE,5,173,0,0,,null,2,0,255,SEMI_EQUIPPED,TO_BE_DONE_UP,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/nivelles/1400/20378980,20378980,Nivelles,1400,470000,HOUSE,HOUSE,4,186,0,0,null,null,3,1,491,,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/essen/2910/11477442,11477442,Essen,2910,1295000,HOUSE,HOUSE,5,440,0,1,,null,4,1,9410,HYPER_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/exceptional-property/for-sale/mechelen/2812/20311592,20311592,Mechelen,2812,1199000,HOUSE,EXCEPTIONAL_PROPERTY,6,850,,0,,null,4,0,800,,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20297764,20297764,Seraing,4100,199900,HOUSE,HOUSE,6,217,0,0,28,136,2,1,220,INSTALLED,TO_BE_DONE_UP,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/braine-le-comte/7090/20277735,20277735,Braine-le-Comte,7090,295000,HOUSE,HOUSE,3,190,0,0,30,400,4,0,1061,INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/aalter/9880/20139526,20139526,Aalter,9880,190000,APARTMENT,APARTMENT,2,84,,0,null,null,0,0,,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/wuustwezel/2990/20384893,20384893,WUUSTWEZEL,2990,295000,HOUSE,HOUSE,3,150,,0,,null,3,0,1314,INSTALLED,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/wuustwezel/2990/11469016,11469016,Wuustwezel,2990,485000,HOUSE,HOUSE,4,203,0,0,,null,3,0,777,,,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/essen/2910/20229400,20229400,Essen,2910,215000,APARTMENT,APARTMENT,2,,0,0,,null,0,0,,INSTALLED,TO_BE_DONE_UP,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/kortrijk/8500/20371473,20371473,Kortrijk,8500,239500,APARTMENT,APARTMENT,2,80,,0,null,null,2,0,,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/kortrijk/8500/20382252,20382252,Kortrijk,8500,375000,HOUSE,HOUSE,3,217,,0,null,null,3,0,623,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/kortrijk/8500/20346316,20346316,Kortrijk,8500,245000,HOUSE,HOUSE,3,140,,0,,38,0,0,174,INSTALLED,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/kortrijk/8500/20386574,20386574,Kortrijk,8500,475000,APARTMENT,APARTMENT,2,70,,0,,null,2,0,,INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/kortrijk/8500/20347283,20347283,Kortrijk,8500,219000,APARTMENT,APARTMENT,2,99,0,0,,null,2,1,,HYPER_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/loft/for-sale/kortrijk/8500/20391520,20391520,Kortrijk,8500,365000,APARTMENT,LOFT,1,126,,0,,null,2,0,,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/apartment-block/for-sale/kortrijk/8500/20394018,20394018,Kortrijk,8500,455000,HOUSE,APARTMENT_BLOCK,0,246,0,0,null,null,4,1,0,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/kortrijk/8500/20379805,20379805,Kortrijk,8500,445000,HOUSE,HOUSE,3,140,,0,18,41,2,0,222,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/kortrijk/8500/20366192,20366192,KORTRIJK,8500,249000,HOUSE,HOUSE,3,136,,0,15,null,2,0,75,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/kortrijk/8500/20373113,20373113,Kortrijk,8500,290000,APARTMENT,APARTMENT,2,134,0,0,null,null,0,0,,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/villa/for-sale/wielsbeke/8710/20269723,20269723,Wielsbeke,8710,450000,HOUSE,VILLA,3,200,,0,,null,0,0,815,SEMI_EQUIPPED,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/leuven/3000/20267354,20267354,Leuven,3000,415000,APARTMENT,APARTMENT,3,114,,0,2,null,0,0,,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/wolvertem/1861/20077017,20077017,Wolvertem,1861,745000,HOUSE,MIXED_USE_BUILDING,6,350,0,0,30,null,2,1,255,,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/eppegem/1980/20311615,20311615,Eppegem,1980,275000,HOUSE,HOUSE,6,,,0,null,null,2,0,0,,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/kot/for-sale/leuven/3000/20397077,20397077,Leuven,3000,220000,APARTMENT,KOT,0,15,1,0,null,null,0,0,,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/leuven/3000/20338543,20338543,LEUVEN,3000,415000,APARTMENT,APARTMENT,2,101,1,0,7,null,2,0,,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/meise/1861/20333609,20333609,Meise,1861,499000,HOUSE,HOUSE,3,220,,0,20,694,3,1,0,,JUST_RENOVATED,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/leuven/3000/20322392,20322392,Leuven,3000,1189000,APARTMENT,APARTMENT,2,119,0,0,32,null,0,0,,HYPER_EQUIPPED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/apartment-block/for-sale/leuven/3000/20380581,20380581,Leuven,3000,1425000,HOUSE,APARTMENT_BLOCK,6,225,1,0,null,null,0,0,140,INSTALLED,JUST_RENOVATED,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/wielsbeke/8710/20366787,20366787,Wielsbeke,8710,318919,HOUSE,HOUSE,3,173,,0,null,null,3,0,332,,GOOD,FOR_SALE
